accession,read_filtering,virus_id,n_reads,covered_bases
CRR711031,all mapped reads,MT114541.1,0,0
CRR711032,mapping quality filtered,OM451122.1,0,0
CRR711032,mapping quality filtered,OM451123.1,0,0
CRR711032,mapping quality filtered,MT114540.1,0,0
CRR711032,mapping quality filtered,MT114541.1,0,0
CRR711032,all mapped reads,OM451122.1,0,0
CRR711032,all mapped reads,OM451123.1,0,0
CRR711032,all mapped reads,MT114540.1,0,0
CRR711032,all mapped reads,MT114541.1,0,0
CRR711033,mapping quality filtered,OM451122.1,0,0
CRR711033,mapping quality filtered,OM451123.1,0,0
CRR711033,mapping quality filtered,MT114540.1,0,0
CRR711033,mapping quality filtered,MT114541.1,0,0
CRR711033,all mapped reads,OM451122.1,0,0
CRR711033,all mapped reads,OM451123.1,0,0
CRR711033,all mapped reads,MT114540.1,0,0
CRR711033,all mapped reads,MT114541.1,0,0
CRR711034,mapping quality filtered,OM451122.1,0,0
CRR711034,mapping quality filtered,OM451123.1,0,0
CRR711034,mapping quality filtered,MT114540.1,0,0
CRR711034,mapping quality filtered,MT114541.1,0,0
CRR711034,all mapped reads,OM451122.1,0,0
CRR711034,all mapped reads,OM451123.1,0,0
CRR711034,all mapped reads,MT114540.1,0,0
CRR711034,all mapped reads,MT114541.1,0,0
CRR711035,mapping quality filtered,OM451122.1,0,0
CRR711035,mapping quality filtered,OM451123.1,0,0
CRR711035,mapping quality filtered,MT114540.1,0,0
CRR711035,mapping quality filtered,MT114541.1,0,0
CRR711035,all mapped reads,OM451122.1,0,0
CRR711035,all mapped reads,OM451123.1,0,0
CRR711035,all mapped reads,MT114540.1,0,0
CRR711035,all mapped reads,MT114541.1,0,0
CRR711036,mapping quality filtered,OM451122.1,0,0
CRR711036,mapping quality filtered,OM451123.1,0,0
CRR711036,mapping quality filtered,MT114540.1,0,0
CRR711036,mapping quality filtered,MT114541.1,0,0
CRR711036,all mapped reads,OM451122.1,0,0
CRR711036,all mapped reads,OM451123.1,0,0
CRR711036,all mapped reads,MT114540.1,0,0
CRR711036,all mapped reads,MT114541.1,0,0
CRR711037,mapping quality filtered,OM451122.1,0,0
CRR711037,mapping quality filtered,OM451123.1,0,0
CRR711037,mapping quality filtered,MT114540.1,0,0
CRR711037,mapping quality filtered,MT114541.1,0,0
CRR711037,all mapped reads,OM451122.1,0,0
CRR711037,all mapped reads,OM451123.1,0,0
CRR711037,all mapped reads,MT114540.1,0,0
CRR711037,all mapped reads,MT114541.1,0,0
CRR711038,mapping quality filtered,OM451122.1,0,0
CRR711038,mapping quality filtered,OM451123.1,0,0
CRR711038,mapping quality filtered,MT114540.1,0,0
CRR711038,mapping quality filtered,MT114541.1,0,0
CRR711038,all mapped reads,OM451122.1,0,0
CRR711038,all mapped reads,OM451123.1,0,0
CRR711038,all mapped reads,MT114540.1,0,0
CRR711038,all mapped reads,MT114541.1,0,0
CRR711039,mapping quality filtered,OM451122.1,0,0
CRR711039,mapping quality filtered,OM451123.1,0,0
CRR711039,mapping quality filtered,MT114540.1,0,0
CRR711039,mapping quality filtered,MT114541.1,0,0
CRR711039,all mapped reads,OM451122.1,0,0
CRR711039,all mapped reads,OM451123.1,0,0
CRR711039,all mapped reads,MT114540.1,0,0
CRR711039,all mapped reads,MT114541.1,0,0
CRR711040,mapping quality filtered,OM451122.1,0,0
CRR711040,mapping quality filtered,OM451123.1,0,0
CRR711040,mapping quality filtered,MT114540.1,0,0
CRR711040,mapping quality filtered,MT114541.1,0,0
CRR711040,all mapped reads,OM451122.1,0,0
CRR711040,all mapped reads,OM451123.1,0,0
CRR711040,all mapped reads,MT114540.1,0,0
CRR711040,all mapped reads,MT114541.1,0,0
CRR711041,mapping quality filtered,OM451122.1,0,0
CRR711041,mapping quality filtered,OM451123.1,0,0
CRR711041,mapping quality filtered,MT114540.1,0,0
CRR711041,mapping quality filtered,MT114541.1,0,0
CRR711041,all mapped reads,OM451122.1,0,0
CRR711041,all mapped reads,OM451123.1,0,0
CRR711041,all mapped reads,MT114540.1,0,0
CRR711041,all mapped reads,MT114541.1,0,0
CRR711042,mapping quality filtered,OM451122.1,0,0
CRR711042,mapping quality filtered,OM451123.1,0,0
CRR711042,mapping quality filtered,MT114540.1,0,0
CRR711042,mapping quality filtered,MT114541.1,0,0
CRR711042,all mapped reads,OM451122.1,0,0
CRR711042,all mapped reads,OM451123.1,0,0
CRR711042,all mapped reads,MT114540.1,0,0
CRR711042,all mapped reads,MT114541.1,0,0
CRR711043,mapping quality filtered,OM451122.1,0,0
CRR711043,mapping quality filtered,OM451123.1,0,0
CRR711043,mapping quality filtered,MT114540.1,0,0
CRR711043,mapping quality filtered,MT114541.1,0,0
CRR711043,all mapped reads,OM451122.1,0,0
CRR711043,all mapped reads,OM451123.1,0,0
CRR711043,all mapped reads,MT114540.1,0,0
CRR711043,all mapped reads,MT114541.1,0,0
CRR711044,mapping quality filtered,OM451122.1,0,0
CRR711044,mapping quality filtered,OM451123.1,0,0
CRR711044,mapping quality filtered,MT114540.1,0,0
CRR711044,mapping quality filtered,MT114541.1,0,0
CRR711044,all mapped reads,OM451122.1,0,0
CRR711044,all mapped reads,OM451123.1,0,0
CRR711044,all mapped reads,MT114540.1,0,0
CRR711044,all mapped reads,MT114541.1,0,0
CRR711045,mapping quality filtered,OM451122.1,0,0
CRR711045,mapping quality filtered,OM451123.1,0,0
CRR711045,mapping quality filtered,MT114540.1,0,0
CRR711045,mapping quality filtered,MT114541.1,0,0
CRR711045,all mapped reads,OM451122.1,0,0
CRR711045,all mapped reads,OM451123.1,0,0
CRR711045,all mapped reads,MT114540.1,0,0
CRR711045,all mapped reads,MT114541.1,0,0
CRR711046,mapping quality filtered,OM451122.1,0,0
CRR711046,mapping quality filtered,OM451123.1,0,0
CRR711046,mapping quality filtered,MT114540.1,0,0
CRR711046,mapping quality filtered,MT114541.1,0,0
CRR711046,all mapped reads,OM451122.1,0,0
CRR711046,all mapped reads,OM451123.1,0,0
CRR711046,all mapped reads,MT114540.1,0,0
CRR711046,all mapped reads,MT114541.1,0,0
CRR711047,mapping quality filtered,OM451122.1,0,0
CRR711047,mapping quality filtered,OM451123.1,0,0
CRR711047,mapping quality filtered,MT114540.1,0,0
CRR711047,mapping quality filtered,MT114541.1,0,0
CRR711047,all mapped reads,OM451122.1,0,0
CRR711047,all mapped reads,OM451123.1,0,0
CRR711047,all mapped reads,MT114540.1,0,0
CRR711047,all mapped reads,MT114541.1,0,0
CRR711048,mapping quality filtered,OM451122.1,0,0
CRR711048,mapping quality filtered,OM451123.1,0,0
CRR711048,mapping quality filtered,MT114540.1,0,0
CRR711048,mapping quality filtered,MT114541.1,0,0
CRR711048,all mapped reads,OM451122.1,0,0
CRR711048,all mapped reads,OM451123.1,0,0
CRR711048,all mapped reads,MT114540.1,0,0
CRR711048,all mapped reads,MT114541.1,0,0
CRR711049,mapping quality filtered,OM451122.1,0,0
CRR711049,mapping quality filtered,OM451123.1,0,0
CRR711049,mapping quality filtered,MT114540.1,0,0
CRR711049,mapping quality filtered,MT114541.1,0,0
CRR711049,all mapped reads,OM451122.1,0,0
CRR711049,all mapped reads,OM451123.1,0,0
CRR711049,all mapped reads,MT114540.1,0,0
CRR711049,all mapped reads,MT114541.1,0,0
CRR711050,mapping quality filtered,OM451122.1,0,0
CRR711050,mapping quality filtered,OM451123.1,0,0
CRR711050,mapping quality filtered,MT114540.1,0,0
CRR711050,mapping quality filtered,MT114541.1,0,0
CRR711050,all mapped reads,OM451122.1,0,0
CRR711050,all mapped reads,OM451123.1,0,0
CRR711050,all mapped reads,MT114540.1,0,0
CRR711050,all mapped reads,MT114541.1,0,0
CRR711051,mapping quality filtered,OM451122.1,0,0
CRR711051,mapping quality filtered,OM451123.1,0,0
CRR711051,mapping quality filtered,MT114540.1,0,0
CRR711051,mapping quality filtered,MT114541.1,0,0
CRR711051,all mapped reads,OM451122.1,0,0
CRR711051,all mapped reads,OM451123.1,0,0
CRR711051,all mapped reads,MT114540.1,0,0
CRR711051,all mapped reads,MT114541.1,0,0
CRR711052,mapping quality filtered,OM451122.1,0,0
CRR711052,mapping quality filtered,OM451123.1,0,0
CRR711052,mapping quality filtered,MT114540.1,0,0
CRR711052,mapping quality filtered,MT114541.1,0,0
CRR711052,all mapped reads,OM451122.1,0,0
CRR711052,all mapped reads,OM451123.1,0,0
CRR711052,all mapped reads,MT114540.1,0,0
CRR711052,all mapped reads,MT114541.1,0,0
CRR711053,mapping quality filtered,OM451122.1,0,0
CRR711053,mapping quality filtered,OM451123.1,0,0
CRR711053,mapping quality filtered,MT114540.1,0,0
CRR711053,mapping quality filtered,MT114541.1,0,0
CRR711053,all mapped reads,OM451122.1,0,0
CRR711053,all mapped reads,OM451123.1,0,0
CRR711053,all mapped reads,MT114540.1,0,0
CRR711053,all mapped reads,MT114541.1,0,0
CRR711054,mapping quality filtered,OM451122.1,0,0
CRR711054,mapping quality filtered,OM451123.1,0,0
CRR711054,mapping quality filtered,MT114540.1,0,0
CRR711054,mapping quality filtered,MT114541.1,0,0
CRR711054,all mapped reads,OM451122.1,0,0
CRR711054,all mapped reads,OM451123.1,0,0
CRR711054,all mapped reads,MT114540.1,0,0
CRR711054,all mapped reads,MT114541.1,0,0
CRR711055,mapping quality filtered,OM451122.1,0,0
CRR711055,mapping quality filtered,OM451123.1,0,0
CRR711055,mapping quality filtered,MT114540.1,0,0
CRR711055,mapping quality filtered,MT114541.1,0,0
CRR711055,all mapped reads,OM451122.1,0,0
CRR711055,all mapped reads,OM451123.1,0,0
CRR711055,all mapped reads,MT114540.1,0,0
CRR711055,all mapped reads,MT114541.1,0,0
CRR711056,mapping quality filtered,OM451122.1,0,0
CRR711056,mapping quality filtered,OM451123.1,0,0
CRR711056,mapping quality filtered,MT114540.1,0,0
CRR711056,mapping quality filtered,MT114541.1,0,0
CRR711056,all mapped reads,OM451122.1,0,0
CRR711056,all mapped reads,OM451123.1,0,0
CRR711056,all mapped reads,MT114540.1,0,0
CRR711056,all mapped reads,MT114541.1,0,0
CRR711057,mapping quality filtered,OM451122.1,0,0
CRR711057,mapping quality filtered,OM451123.1,0,0
CRR711057,mapping quality filtered,MT114540.1,0,0
CRR711057,mapping quality filtered,MT114541.1,0,0
CRR711057,all mapped reads,OM451122.1,0,0
CRR711057,all mapped reads,OM451123.1,0,0
CRR711057,all mapped reads,MT114540.1,0,0
CRR711057,all mapped reads,MT114541.1,0,0
CRR711058,mapping quality filtered,OM451122.1,0,0
CRR711058,mapping quality filtered,OM451123.1,0,0
CRR711058,mapping quality filtered,MT114540.1,0,0
CRR711058,mapping quality filtered,MT114541.1,0,0
CRR711058,all mapped reads,OM451122.1,0,0
CRR711058,all mapped reads,OM451123.1,0,0
CRR711058,all mapped reads,MT114540.1,0,0
CRR711058,all mapped reads,MT114541.1,0,0
CRR711059,mapping quality filtered,OM451122.1,0,0
CRR711059,mapping quality filtered,OM451123.1,0,0
CRR711059,mapping quality filtered,MT114540.1,0,0
CRR711059,mapping quality filtered,MT114541.1,0,0
CRR711059,all mapped reads,OM451122.1,0,0
CRR711059,all mapped reads,OM451123.1,0,0
CRR711059,all mapped reads,MT114540.1,0,0
CRR711059,all mapped reads,MT114541.1,0,0
CRR711060,mapping quality filtered,OM451122.1,0,0
CRR711060,mapping quality filtered,OM451123.1,0,0
CRR711060,mapping quality filtered,MT114540.1,0,0
CRR711060,mapping quality filtered,MT114541.1,0,0
CRR711060,all mapped reads,OM451122.1,0,0
CRR711060,all mapped reads,OM451123.1,0,0
CRR711060,all mapped reads,MT114540.1,0,0
CRR711060,all mapped reads,MT114541.1,0,0
CRR711061,mapping quality filtered,OM451122.1,0,0
CRR711061,mapping quality filtered,OM451123.1,0,0
CRR711061,mapping quality filtered,MT114540.1,0,0
CRR711061,mapping quality filtered,MT114541.1,0,0
CRR711061,all mapped reads,OM451122.1,0,0
CRR711061,all mapped reads,OM451123.1,0,0
CRR711061,all mapped reads,MT114540.1,0,0
CRR711061,all mapped reads,MT114541.1,0,0
CRR711062,mapping quality filtered,OM451122.1,0,0
CRR711062,mapping quality filtered,OM451123.1,0,0
CRR711062,mapping quality filtered,MT114540.1,0,0
CRR711062,mapping quality filtered,MT114541.1,0,0
CRR711062,all mapped reads,OM451122.1,0,0
CRR711062,all mapped reads,OM451123.1,0,0
CRR711062,all mapped reads,MT114540.1,0,0
CRR711062,all mapped reads,MT114541.1,0,0
CRR711063,mapping quality filtered,OM451122.1,0,0
CRR711063,mapping quality filtered,OM451123.1,0,0
CRR711063,mapping quality filtered,MT114540.1,0,0
CRR711063,mapping quality filtered,MT114541.1,0,0
CRR711063,all mapped reads,OM451122.1,0,0
CRR711063,all mapped reads,OM451123.1,0,0
CRR711063,all mapped reads,MT114540.1,0,0
CRR711063,all mapped reads,MT114541.1,0,0
CRR711064,mapping quality filtered,OM451122.1,0,0
CRR711064,mapping quality filtered,OM451123.1,0,0
CRR711064,mapping quality filtered,MT114540.1,0,0
CRR711064,mapping quality filtered,MT114541.1,0,0
CRR711064,all mapped reads,OM451122.1,0,0
CRR711064,all mapped reads,OM451123.1,0,0
CRR711064,all mapped reads,MT114540.1,0,0
CRR711064,all mapped reads,MT114541.1,0,0
CRR711065,mapping quality filtered,OM451122.1,0,0
CRR711065,mapping quality filtered,OM451123.1,0,0
CRR711065,mapping quality filtered,MT114540.1,0,0
CRR711065,mapping quality filtered,MT114541.1,0,0
CRR711065,all mapped reads,OM451122.1,0,0
CRR711065,all mapped reads,OM451123.1,0,0
CRR711065,all mapped reads,MT114540.1,0,0
CRR711065,all mapped reads,MT114541.1,0,0
CRR711066,mapping quality filtered,OM451122.1,0,0
CRR711066,mapping quality filtered,OM451123.1,0,0
CRR711066,mapping quality filtered,MT114540.1,0,0
CRR711066,mapping quality filtered,MT114541.1,0,0
CRR711066,all mapped reads,OM451122.1,0,0
CRR711066,all mapped reads,OM451123.1,0,0
CRR711066,all mapped reads,MT114540.1,0,0
CRR711066,all mapped reads,MT114541.1,0,0
CRR711067,mapping quality filtered,OM451122.1,0,0
CRR711067,mapping quality filtered,OM451123.1,0,0
CRR711067,mapping quality filtered,MT114540.1,0,0
CRR711067,mapping quality filtered,MT114541.1,0,0
CRR711067,all mapped reads,OM451122.1,0,0
CRR711067,all mapped reads,OM451123.1,0,0
CRR711067,all mapped reads,MT114540.1,0,0
CRR711067,all mapped reads,MT114541.1,0,0
CRR711068,mapping quality filtered,OM451122.1,0,0
CRR711068,mapping quality filtered,OM451123.1,0,0
CRR711068,mapping quality filtered,MT114540.1,0,0
CRR711068,mapping quality filtered,MT114541.1,0,0
CRR711068,all mapped reads,OM451122.1,0,0
CRR711068,all mapped reads,OM451123.1,0,0
CRR711068,all mapped reads,MT114540.1,0,0
CRR711068,all mapped reads,MT114541.1,0,0
CRR711069,mapping quality filtered,OM451122.1,0,0
CRR711069,mapping quality filtered,OM451123.1,0,0
CRR711069,mapping quality filtered,MT114540.1,0,0
CRR711069,mapping quality filtered,MT114541.1,0,0
CRR711069,all mapped reads,OM451122.1,0,0
CRR711069,all mapped reads,OM451123.1,0,0
CRR711069,all mapped reads,MT114540.1,0,0
CRR711069,all mapped reads,MT114541.1,0,0
CRR711070,mapping quality filtered,OM451122.1,0,0
CRR711070,mapping quality filtered,OM451123.1,0,0
CRR711070,mapping quality filtered,MT114540.1,0,0
CRR711070,mapping quality filtered,MT114541.1,0,0
CRR711070,all mapped reads,OM451122.1,0,0
CRR711070,all mapped reads,OM451123.1,0,0
CRR711070,all mapped reads,MT114540.1,0,0
CRR711070,all mapped reads,MT114541.1,0,0
CRR711071,mapping quality filtered,OM451122.1,0,0
CRR711071,mapping quality filtered,OM451123.1,0,0
CRR711071,mapping quality filtered,MT114540.1,0,0
CRR711071,mapping quality filtered,MT114541.1,0,0
CRR711071,all mapped reads,OM451122.1,0,0
CRR711071,all mapped reads,OM451123.1,0,0
CRR711071,all mapped reads,MT114540.1,0,0
CRR711071,all mapped reads,MT114541.1,0,0
CRR711072,mapping quality filtered,OM451122.1,0,0
CRR711072,mapping quality filtered,OM451123.1,0,0
CRR711072,mapping quality filtered,MT114540.1,0,0
CRR711072,mapping quality filtered,MT114541.1,0,0
CRR711072,all mapped reads,OM451122.1,0,0
CRR711072,all mapped reads,OM451123.1,0,0
CRR711072,all mapped reads,MT114540.1,0,0
CRR711072,all mapped reads,MT114541.1,0,0
CRR711073,mapping quality filtered,OM451122.1,0,0
CRR711073,mapping quality filtered,OM451123.1,0,0
CRR711073,mapping quality filtered,MT114540.1,0,0
CRR711073,mapping quality filtered,MT114541.1,0,0
CRR711073,all mapped reads,OM451122.1,0,0
CRR711073,all mapped reads,OM451123.1,0,0
CRR711073,all mapped reads,MT114540.1,0,0
CRR711073,all mapped reads,MT114541.1,0,0
CRR711074,mapping quality filtered,OM451122.1,0,0
CRR711074,mapping quality filtered,OM451123.1,0,0
CRR711074,mapping quality filtered,MT114540.1,0,0
CRR711074,mapping quality filtered,MT114541.1,0,0
CRR711074,all mapped reads,OM451122.1,0,0
CRR711074,all mapped reads,OM451123.1,0,0
CRR711074,all mapped reads,MT114540.1,0,0
CRR711074,all mapped reads,MT114541.1,0,0
CRR711075,mapping quality filtered,OM451122.1,0,0
CRR711075,mapping quality filtered,OM451123.1,0,0
CRR711075,mapping quality filtered,MT114540.1,0,0
CRR711075,mapping quality filtered,MT114541.1,0,0
CRR711075,all mapped reads,OM451122.1,0,0
CRR711075,all mapped reads,OM451123.1,0,0
CRR711075,all mapped reads,MT114540.1,0,0
CRR711075,all mapped reads,MT114541.1,0,0
CRR711076,mapping quality filtered,OM451122.1,0,0
CRR711076,mapping quality filtered,OM451123.1,0,0
CRR711076,mapping quality filtered,MT114540.1,0,0
CRR711076,mapping quality filtered,MT114541.1,0,0
CRR711076,all mapped reads,OM451122.1,0,0
CRR711076,all mapped reads,OM451123.1,0,0
CRR711076,all mapped reads,MT114540.1,0,0
CRR711076,all mapped reads,MT114541.1,0,0
CRR711077,mapping quality filtered,OM451122.1,0,0
CRR711077,mapping quality filtered,OM451123.1,0,0
CRR711077,mapping quality filtered,MT114540.1,0,0
CRR711077,mapping quality filtered,MT114541.1,0,0
CRR711077,all mapped reads,OM451122.1,0,0
CRR711077,all mapped reads,OM451123.1,0,0
CRR711077,all mapped reads,MT114540.1,0,0
CRR711077,all mapped reads,MT114541.1,0,0
CRR711078,mapping quality filtered,OM451122.1,0,0
CRR711078,mapping quality filtered,OM451123.1,0,0
CRR711078,mapping quality filtered,MT114540.1,0,0
CRR711078,mapping quality filtered,MT114541.1,0,0
CRR711078,all mapped reads,OM451122.1,0,0
CRR711078,all mapped reads,OM451123.1,0,0
CRR711078,all mapped reads,MT114540.1,0,0
CRR711078,all mapped reads,MT114541.1,0,0
CRR711079,mapping quality filtered,OM451122.1,0,0
CRR711079,mapping quality filtered,OM451123.1,0,0
CRR711079,mapping quality filtered,MT114540.1,0,0
CRR711079,mapping quality filtered,MT114541.1,0,0
CRR711079,all mapped reads,OM451122.1,0,0
CRR711079,all mapped reads,OM451123.1,0,0
CRR711079,all mapped reads,MT114540.1,0,0
CRR711079,all mapped reads,MT114541.1,0,0
CRR711080,mapping quality filtered,OM451122.1,0,0
CRR711080,mapping quality filtered,OM451123.1,0,0
CRR711080,mapping quality filtered,MT114540.1,0,0
CRR711080,mapping quality filtered,MT114541.1,0,0
CRR711080,all mapped reads,OM451122.1,0,0
CRR711080,all mapped reads,OM451123.1,0,0
CRR711080,all mapped reads,MT114540.1,0,0
CRR711080,all mapped reads,MT114541.1,0,0
CRR711081,mapping quality filtered,OM451122.1,0,0
CRR711081,mapping quality filtered,OM451123.1,0,0
CRR711081,mapping quality filtered,MT114540.1,0,0
CRR711081,mapping quality filtered,MT114541.1,0,0
CRR711081,all mapped reads,OM451122.1,0,0
CRR711081,all mapped reads,OM451123.1,0,0
CRR711081,all mapped reads,MT114540.1,0,0
CRR711081,all mapped reads,MT114541.1,0,0
CRR711082,mapping quality filtered,OM451122.1,0,0
CRR711082,mapping quality filtered,OM451123.1,0,0
CRR711082,mapping quality filtered,MT114540.1,0,0
CRR711082,mapping quality filtered,MT114541.1,0,0
CRR711082,all mapped reads,OM451122.1,0,0
CRR711082,all mapped reads,OM451123.1,0,0
CRR711082,all mapped reads,MT114540.1,0,0
CRR711082,all mapped reads,MT114541.1,0,0
CRR711083,mapping quality filtered,OM451122.1,0,0
CRR711083,mapping quality filtered,OM451123.1,0,0
CRR711083,mapping quality filtered,MT114540.1,0,0
CRR711083,mapping quality filtered,MT114541.1,0,0
CRR711083,all mapped reads,OM451122.1,0,0
CRR711083,all mapped reads,OM451123.1,0,0
CRR711083,all mapped reads,MT114540.1,0,0
CRR711083,all mapped reads,MT114541.1,0,0
CRR711084,mapping quality filtered,OM451122.1,0,0
CRR711084,mapping quality filtered,OM451123.1,0,0
CRR711084,mapping quality filtered,MT114540.1,0,0
CRR711084,mapping quality filtered,MT114541.1,0,0
CRR711084,all mapped reads,OM451122.1,0,0
CRR711084,all mapped reads,OM451123.1,0,0
CRR711084,all mapped reads,MT114540.1,0,0
CRR711084,all mapped reads,MT114541.1,0,0
CRR711085,mapping quality filtered,OM451122.1,0,0
CRR711085,mapping quality filtered,OM451123.1,0,0
CRR711085,mapping quality filtered,MT114540.1,0,0
CRR711085,mapping quality filtered,MT114541.1,0,0
CRR711085,all mapped reads,OM451122.1,0,0
CRR711085,all mapped reads,OM451123.1,0,0
CRR711085,all mapped reads,MT114540.1,0,0
CRR711085,all mapped reads,MT114541.1,0,0
CRR711086,mapping quality filtered,OM451122.1,0,0
CRR711086,mapping quality filtered,OM451123.1,0,0
CRR711086,mapping quality filtered,MT114540.1,0,0
CRR711086,mapping quality filtered,MT114541.1,0,0
CRR711086,all mapped reads,OM451122.1,0,0
CRR711086,all mapped reads,OM451123.1,0,0
CRR711086,all mapped reads,MT114540.1,0,0
CRR711086,all mapped reads,MT114541.1,0,0
CRR711087,mapping quality filtered,OM451122.1,0,0
CRR711087,mapping quality filtered,OM451123.1,0,0
CRR711087,mapping quality filtered,MT114540.1,0,0
CRR711087,mapping quality filtered,MT114541.1,0,0
CRR711087,all mapped reads,OM451122.1,0,0
CRR711087,all mapped reads,OM451123.1,0,0
CRR711087,all mapped reads,MT114540.1,0,0
CRR711087,all mapped reads,MT114541.1,0,0
CRR711088,mapping quality filtered,OM451122.1,0,0
CRR711088,mapping quality filtered,OM451123.1,0,0
CRR711088,mapping quality filtered,MT114540.1,0,0
CRR711088,mapping quality filtered,MT114541.1,0,0
CRR711088,all mapped reads,OM451122.1,0,0
CRR711088,all mapped reads,OM451123.1,0,0
CRR711088,all mapped reads,MT114540.1,0,0
CRR711088,all mapped reads,MT114541.1,0,0
CRR711089,mapping quality filtered,OM451122.1,0,0
CRR711089,mapping quality filtered,OM451123.1,0,0
CRR711089,mapping quality filtered,MT114540.1,0,0
CRR711089,mapping quality filtered,MT114541.1,0,0
CRR711089,all mapped reads,OM451122.1,0,0
CRR711089,all mapped reads,OM451123.1,0,0
CRR711089,all mapped reads,MT114540.1,0,0
CRR711089,all mapped reads,MT114541.1,0,0
CRR711090,mapping quality filtered,OM451122.1,0,0
CRR711090,mapping quality filtered,OM451123.1,0,0
CRR711090,mapping quality filtered,MT114540.1,0,0
CRR711090,mapping quality filtered,MT114541.1,0,0
CRR711090,all mapped reads,OM451122.1,0,0
CRR711090,all mapped reads,OM451123.1,0,0
CRR711090,all mapped reads,MT114540.1,0,0
CRR711090,all mapped reads,MT114541.1,0,0
CRR711091,mapping quality filtered,OM451122.1,0,0
CRR711091,mapping quality filtered,OM451123.1,0,0
CRR711091,mapping quality filtered,MT114540.1,0,0
CRR711091,mapping quality filtered,MT114541.1,0,0
CRR711091,all mapped reads,OM451122.1,0,0
CRR711091,all mapped reads,OM451123.1,0,0
CRR711091,all mapped reads,MT114540.1,0,0
CRR711091,all mapped reads,MT114541.1,0,0
CRR711092,mapping quality filtered,OM451122.1,0,0
CRR711092,mapping quality filtered,OM451123.1,0,0
CRR711092,mapping quality filtered,MT114540.1,0,0
CRR711092,mapping quality filtered,MT114541.1,0,0
CRR711092,all mapped reads,OM451122.1,0,0
CRR711092,all mapped reads,OM451123.1,0,0
CRR711092,all mapped reads,MT114540.1,0,0
CRR711092,all mapped reads,MT114541.1,0,0
CRR711093,mapping quality filtered,OM451122.1,0,0
CRR711093,mapping quality filtered,OM451123.1,0,0
CRR711093,mapping quality filtered,MT114540.1,0,0
CRR711093,mapping quality filtered,MT114541.1,0,0
CRR711093,all mapped reads,OM451122.1,0,0
CRR711093,all mapped reads,OM451123.1,0,0
CRR711093,all mapped reads,MT114540.1,0,0
CRR711093,all mapped reads,MT114541.1,0,0
CRR711094,mapping quality filtered,OM451122.1,0,0
CRR711094,mapping quality filtered,OM451123.1,0,0
CRR711094,mapping quality filtered,MT114540.1,0,0
CRR711094,mapping quality filtered,MT114541.1,0,0
CRR711094,all mapped reads,OM451122.1,0,0
CRR711094,all mapped reads,OM451123.1,0,0
CRR711094,all mapped reads,MT114540.1,0,0
CRR711094,all mapped reads,MT114541.1,0,0
CRR711095,mapping quality filtered,OM451122.1,0,0
CRR711095,mapping quality filtered,OM451123.1,0,0
CRR711095,mapping quality filtered,MT114540.1,0,0
CRR711095,mapping quality filtered,MT114541.1,0,0
CRR711095,all mapped reads,OM451122.1,0,0
CRR711095,all mapped reads,OM451123.1,0,0
CRR711095,all mapped reads,MT114540.1,0,0
CRR711095,all mapped reads,MT114541.1,0,0
CRR711096,mapping quality filtered,OM451122.1,0,0
CRR711096,mapping quality filtered,OM451123.1,0,0
CRR711096,mapping quality filtered,MT114540.1,0,0
CRR711096,mapping quality filtered,MT114541.1,0,0
CRR711096,all mapped reads,OM451122.1,0,0
CRR711096,all mapped reads,OM451123.1,0,0
CRR711096,all mapped reads,MT114540.1,0,0
CRR711096,all mapped reads,MT114541.1,0,0
CRR711097,mapping quality filtered,OM451122.1,0,0
CRR711097,mapping quality filtered,OM451123.1,0,0
CRR711097,mapping quality filtered,MT114540.1,0,0
CRR711097,mapping quality filtered,MT114541.1,2,162
CRR711097,all mapped reads,OM451122.1,0,0
CRR711097,all mapped reads,OM451123.1,0,0
CRR711097,all mapped reads,MT114540.1,0,162
CRR711097,all mapped reads,MT114541.1,2,162
CRR711098,mapping quality filtered,OM451122.1,0,0
CRR711098,mapping quality filtered,OM451123.1,0,0
CRR711098,mapping quality filtered,MT114540.1,0,0
CRR711098,mapping quality filtered,MT114541.1,3,162
CRR711098,all mapped reads,OM451122.1,0,0
CRR711098,all mapped reads,OM451123.1,0,0
CRR711098,all mapped reads,MT114540.1,0,162
CRR711098,all mapped reads,MT114541.1,3,162
CRR711099,mapping quality filtered,OM451122.1,0,0
CRR711099,mapping quality filtered,OM451123.1,1,93
CRR711099,mapping quality filtered,MT114540.1,0,0
CRR711099,mapping quality filtered,MT114541.1,11,183
CRR711099,all mapped reads,OM451122.1,0,178
CRR711099,all mapped reads,OM451123.1,9,178
CRR711099,all mapped reads,MT114540.1,0,128
CRR711099,all mapped reads,MT114541.1,25,183
CRR711100,mapping quality filtered,OM451122.1,0,0
CRR711100,mapping quality filtered,OM451123.1,1,93
CRR711100,mapping quality filtered,MT114540.1,0,0
CRR711100,mapping quality filtered,MT114541.1,12,183
CRR711100,all mapped reads,OM451122.1,0,178
CRR711100,all mapped reads,OM451123.1,9,178
CRR711100,all mapped reads,MT114540.1,0,91
CRR711100,all mapped reads,MT114541.1,20,183
CRR711101,mapping quality filtered,OM451122.1,0,0
CRR711101,mapping quality filtered,OM451123.1,0,0
CRR711101,mapping quality filtered,MT114540.1,0,0
CRR711101,mapping quality filtered,MT114541.1,0,0
CRR711101,all mapped reads,OM451122.1,0,0
